run,frequency_mhz,clock_period_ns,critical_path_ns,setup_slack_ns,power_uw,die_area_mm2,drc_violations,lvs_errors,status
tritone_v6_300mhz,300,3.33,1.32,1.09,966,0.16,0,0,PASS
