 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999997e+00  0.00000000e+00  9.00000000e-01  0.00000000e+00  9.00000000e-01  0.00000000e+00  9.00000000e-01  0.00000000e+00  9.00000000e-01  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.69999995e-08  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999997e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  2.69999995e-08 
 1.00000000e-14  1.00000000e-14  1.00000000e-14  0.00000000e+00  1.00000000e-14  1.79999997e+00  1.00000000e-14  9.00000000e-01  1.00000000e-14  9.00000000e-01  1.00000000e-14  9.00000000e-01  1.00000000e-14  9.00000000e-01  1.00000000e-14  1.80000000e+00  1.00000000e-14  2.69999995e-08  1.00000000e-14  0.00000000e+00  1.00000000e-14  1.79999997e+00  1.00000000e-14  1.80000000e+00  1.00000000e-14  2.69999995e-08 
 2.00000000e-14  2.00000000e-14  2.00000000e-14  0.00000000e+00  2.00000000e-14  1.79999997e+00  2.00000000e-14  9.00000000e-01  2.00000000e-14  9.00000000e-01  2.00000000e-14  9.00000000e-01  2.00000000e-14  9.00000000e-01  2.00000000e-14  1.80000000e+00  2.00000000e-14  2.69999995e-08  2.00000000e-14  0.00000000e+00  2.00000000e-14  1.79999997e+00  2.00000000e-14  1.80000000e+00  2.00000000e-14  2.69999995e-08 
 4.00000000e-14  4.00000000e-14  4.00000000e-14  0.00000000e+00  4.00000000e-14  1.79999997e+00  4.00000000e-14  9.00000000e-01  4.00000000e-14  9.00000000e-01  4.00000000e-14  9.00000000e-01  4.00000000e-14  9.00000000e-01  4.00000000e-14  1.80000000e+00  4.00000000e-14  2.69999995e-08  4.00000000e-14  0.00000000e+00  4.00000000e-14  1.79999997e+00  4.00000000e-14  1.80000000e+00  4.00000000e-14  2.69999995e-08 
 8.00000000e-14  8.00000000e-14  8.00000000e-14  0.00000000e+00  8.00000000e-14  1.79999997e+00  8.00000000e-14  9.00000000e-01  8.00000000e-14  9.00000000e-01  8.00000000e-14  9.00000000e-01  8.00000000e-14  9.00000000e-01  8.00000000e-14  1.80000000e+00  8.00000000e-14  2.69999995e-08  8.00000000e-14  0.00000000e+00  8.00000000e-14  1.79999997e+00  8.00000000e-14  1.80000000e+00  8.00000000e-14  2.69999995e-08 
 1.60000000e-13  1.60000000e-13  1.60000000e-13  0.00000000e+00  1.60000000e-13  1.79999997e+00  1.60000000e-13  9.00000000e-01  1.60000000e-13  9.00000000e-01  1.60000000e-13  9.00000000e-01  1.60000000e-13  9.00000000e-01  1.60000000e-13  1.80000000e+00  1.60000000e-13  2.69999995e-08  1.60000000e-13  0.00000000e+00  1.60000000e-13  1.79999997e+00  1.60000000e-13  1.80000000e+00  1.60000000e-13  2.69999995e-08 
 3.20000000e-13  3.20000000e-13  3.20000000e-13  0.00000000e+00  3.20000000e-13  1.79999997e+00  3.20000000e-13  9.00000000e-01  3.20000000e-13  9.00000000e-01  3.20000000e-13  9.00000000e-01  3.20000000e-13  9.00000000e-01  3.20000000e-13  1.80000000e+00  3.20000000e-13  2.69999995e-08  3.20000000e-13  0.00000000e+00  3.20000000e-13  1.79999997e+00  3.20000000e-13  1.80000000e+00  3.20000000e-13  2.69999995e-08 
 6.40000000e-13  6.40000000e-13  6.40000000e-13  0.00000000e+00  6.40000000e-13  1.79999997e+00  6.40000000e-13  9.00000000e-01  6.40000000e-13  9.00000000e-01  6.40000000e-13  9.00000000e-01  6.40000000e-13  9.00000000e-01  6.40000000e-13  1.80000000e+00  6.40000000e-13  2.69999995e-08  6.40000000e-13  0.00000000e+00  6.40000000e-13  1.79999997e+00  6.40000000e-13  1.80000000e+00  6.40000000e-13  2.69999995e-08 
 1.28000000e-12  1.28000000e-12  1.28000000e-12  0.00000000e+00  1.28000000e-12  1.79999997e+00  1.28000000e-12  9.00000000e-01  1.28000000e-12  9.00000000e-01  1.28000000e-12  9.00000000e-01  1.28000000e-12  9.00000000e-01  1.28000000e-12  1.80000000e+00  1.28000000e-12  2.69999995e-08  1.28000000e-12  0.00000000e+00  1.28000000e-12  1.79999997e+00  1.28000000e-12  1.80000000e+00  1.28000000e-12  2.69999995e-08 
 2.28000000e-12  2.28000000e-12  2.28000000e-12  0.00000000e+00  2.28000000e-12  1.79999997e+00  2.28000000e-12  9.00000000e-01  2.28000000e-12  9.00000000e-01  2.28000000e-12  9.00000000e-01  2.28000000e-12  9.00000000e-01  2.28000000e-12  1.80000000e+00  2.28000000e-12  2.69999995e-08  2.28000000e-12  0.00000000e+00  2.28000000e-12  1.79999997e+00  2.28000000e-12  1.80000000e+00  2.28000000e-12  2.69999995e-08 
 3.28000000e-12  3.28000000e-12  3.28000000e-12  0.00000000e+00  3.28000000e-12  1.79999997e+00  3.28000000e-12  9.00000000e-01  3.28000000e-12  9.00000000e-01  3.28000000e-12  9.00000000e-01  3.28000000e-12  9.00000000e-01  3.28000000e-12  1.80000000e+00  3.28000000e-12  2.69999995e-08  3.28000000e-12  0.00000000e+00  3.28000000e-12  1.79999997e+00  3.28000000e-12  1.80000000e+00  3.28000000e-12  2.69999995e-08 
 4.28000000e-12  4.28000000e-12  4.28000000e-12  0.00000000e+00  4.28000000e-12  1.79999997e+00  4.28000000e-12  9.00000000e-01  4.28000000e-12  9.00000000e-01  4.28000000e-12  9.00000000e-01  4.28000000e-12  9.00000000e-01  4.28000000e-12  1.80000000e+00  4.28000000e-12  2.69999995e-08  4.28000000e-12  0.00000000e+00  4.28000000e-12  1.79999997e+00  4.28000000e-12  1.80000000e+00  4.28000000e-12  2.69999995e-08 
 5.28000000e-12  5.28000000e-12  5.28000000e-12  0.00000000e+00  5.28000000e-12  1.79999997e+00  5.28000000e-12  9.00000000e-01  5.28000000e-12  9.00000000e-01  5.28000000e-12  9.00000000e-01  5.28000000e-12  9.00000000e-01  5.28000000e-12  1.80000000e+00  5.28000000e-12  2.69999995e-08  5.28000000e-12  0.00000000e+00  5.28000000e-12  1.79999997e+00  5.28000000e-12  1.80000000e+00  5.28000000e-12  2.69999995e-08 
 6.28000000e-12  6.28000000e-12  6.28000000e-12  0.00000000e+00  6.28000000e-12  1.79999997e+00  6.28000000e-12  9.00000000e-01  6.28000000e-12  9.00000000e-01  6.28000000e-12  9.00000000e-01  6.28000000e-12  9.00000000e-01  6.28000000e-12  1.80000000e+00  6.28000000e-12  2.69999995e-08  6.28000000e-12  0.00000000e+00  6.28000000e-12  1.79999997e+00  6.28000000e-12  1.80000000e+00  6.28000000e-12  2.69999995e-08 
